Country,Year,Month,Visitors
 Macau,2022, April,42
 Macau,2022, May,32
 Macau,2022, June,12
 Macau,2022, July,35
 Macau,2022, August,13
 Macau,2022, september,57
 Macau,2022, October,186
 Macau,2022, november,273
 Macau,2022, december,692
 Mongolia,2022, January,186
 Mongolia,2022, February,198
 Mongolia,2022, March,1211
 Mongolia,2022, April,2086
 Mongolia,2022, May,1042
 Mongolia,2022, June,1065
 Mongolia,2022, July,1669
 Mongolia,2022, August,2576
 Mongolia,2022, september,2699
 Mongolia,2022, October,2010
 Mongolia,2022, november,2102
 Mongolia,2022, december,2423
 uk,2022, January,485
 uk,2022, February,148
 uk,2022, March,763
 uk,2022, April,1610
 uk,2022, May,1926
 uk,2022, June,2044
 uk,2022, July,2889
 uk,2022, August,3924
 uk,2022, september,4494
 uk,2022, October,10309
 uk,2022, november,13607
 uk,2022, december,15297
 France,2022, January,676
 France,2022, February,140
 France,2022, March,835
 France,2022, April,1735
 France,2022, May,2008
 France,2022, June,2351
 France,2022, July,3561
 France,2022, August,3512
 France,2022, september,5310
 France,2022, October,11074
 France,2022, november,10810
 France,2022, december,10770
 Germany,2022, January,335
 Germany,2022, February,81
 Germany,2022, March,714
 Germany,2022, April,1649
 Germany,2022, May,2241
 Germany,2022, June,2089
 Germany,2022, July,3520
 Germany,2022, August,3458
 Germany,2022, september,5300
 Germany,2022, October,8943
 Germany,2022, november,9673
 Germany,2022, december,7745
 Italy,2022, January,252
 Italy,2022, February,46
 Italy,2022, March,394
 Italy,2022, April,800
 Italy,2022, May,897
 Italy,2022, June,1009
 Italy,2022, July,1384
 Italy,2022, August,1582
 Italy,2022, september,2647
 Italy,2022, October,4505
 Italy,2022, november,5237
 Italy,2022, december,4930
 Russia,2022, January,220
 Russia,2022, February,112
 Russia,2022, March,558
 Russia,2022, April,751
 Russia,2022, May,357
 Russia,2022, June,548
 Russia,2022, July,778
 Russia,2022, August,655
 Russia,2022, september,1207
 Russia,2022, October,1580
 Russia,2022, november,1975
 Russia,2022, december,1583
 Spain,2022, January,301
 Spain,2022, February,53
 Spain,2022, March,262
 Spain,2022, April,444
 Spain,2022, May,517
 Spain,2022, June,539
 Spain,2022, July,816
 Spain,2022, August,1116
 Spain,2022, september,1952
 Spain,2022, October,2819
 Spain,2022, november,3622
 Spain,2022, december,3485
Sweden,2022, January,65
Sweden,2022, February,12
Sweden,2022, March,109
Sweden,2022, April,258
Sweden,2022, May,332
Sweden,2022, June,444
Sweden,2022, July,368
Sweden,2022, August,516
Sweden,2022, september,761
Sweden,2022, October,1498
Sweden,2022, november,1754
Sweden,2022, december,1783
 Netherlands,2022, January,77
 Netherlands,2022, February,18
 Netherlands,2022, March,195
 Netherlands,2022, April,381
 Netherlands,2022, May,534
 Netherlands,2022, June,543
 Netherlands,2022, July,764
 Netherlands,2022, August,630
 Netherlands,2022, september,1186
 Netherlands,2022, October,2409
 Netherlands,2022, november,2732
 Netherlands,2022, december,2595
 Switzerland,2022, January,40
 Switzerland,2022, February,21
 Switzerland,2022, March,132
 Switzerland,2022, April,322
 Switzerland,2022, May,314
 Switzerland,2022, June,350
 Switzerland,2022, July,653
 Switzerland,2022, August,518
 Switzerland,2022, september,818
 Switzerland,2022, October,1852
 Switzerland,2022, november,1943
 Switzerland,2022, december,1954
 Belgium,2022, January,47
 Belgium,2022, February,13
 Belgium,2022, March,129
 Belgium,2022, April,175
 Belgium,2022, May,235
 Belgium,2022, June,301
 Belgium,2022, July,406
 Belgium,2022, August,349
 Belgium,2022, september,708
 Belgium,2022, October,1375
 Belgium,2022, november,1333
 Belgium,2022, december,1540
 Finland,2022, January,42
 Finland,2022, February,11
 Finland,2022, March,70
 Finland,2022, April,147
 Finland,2022, May,241
 Finland,2022, June,235
 Finland,2022, July,188
 Finland,2022, August,296
 Finland,2022, september,544
 Finland,2022, October,885
 Finland,2022, november,992
 Finland,2022, december,957
 Poland,2022, January,50
 Poland,2022, February,9
 Poland,2022, March,88
 Poland,2022, April,119
 Poland,2022, May,190
 Poland,2022, June,263
 Poland,2022, July,328
 Poland,2022, August,339
 Poland,2022, september,692
 Poland,2022, October,1110
 Poland,2022, november,1628
 Poland,2022, december,929
 Denmark,2022, January,45
 Denmark,2022, February,11
 Denmark,2022, March,87
 Denmark,2022, April,167
 Denmark,2022, May,263
 Denmark,2022, June,289
 Denmark,2022, July,258
 Denmark,2022, August,433
 Denmark,2022, september,570
 Denmark,2022, October,1175
 Denmark,2022, november,1150
 Denmark,2022, december,955
 Norway,2022, January,28
 Norway,2022, February,10
 Norway,2022, March,80
 Norway,2022, April,99
 Norway,2022, May,134
 Norway,2022, June,141
 Norway,2022, July,157
 Norway,2022, August,230
 Norway,2022, september,484
 Norway,2022, October,732
 Norway,2022, november,755
 Norway,2022, december,886
 Austria,2022, January,39
 Austria,2022, February,9
 Austria,2022, March,81
 Austria,2022, April,158
 Austria,2022, May,234
 Austria,2022, June,219
 Austria,2022, July,379
 Austria,2022, August,324
 Austria,2022, september,570
 Austria,2022, October,1091
 Austria,2022, november,1030
 Austria,2022, december,891
 Portugal,2022, January,22
 Portugal,2022, February,8
 Portugal,2022, March,68
 Portugal,2022, April,153
 Portugal,2022, May,98
 Portugal,2022, June,139
 Portugal,2022, July,193
 Portugal,2022, August,182
 Portugal,2022, september,221
 Portugal,2022, October,648
 Portugal,2022, november,748
 Portugal,2022, december,696
 Ireland,2022, January,72
 Ireland,2022, February,19
 Ireland,2022, March,62
 Ireland,2022, April,131
 Ireland,2022, May,204
 Ireland,2022, June,216
 Ireland,2022, July,272
 Ireland,2022, August,423
 Ireland,2022, september,367
 Ireland,2022, October,827
 Ireland,2022, november,971
 Ireland,2022, december,894
 US,2022, January,1785
 US,2022, February,595
 US,2022, March,3199
 US,2022, April,5214
 US,2022, May,8066
 US,2022, June,9724
 US,2022, July,14127
 US,2022, August,15823
 US,2022, september,17965
 US,2022, October,53242
 US,2022, november,84289
 US,2022, december,109484
 Canada,2022, January,223
 Canada,2022, February,101
 Canada,2022, March,362
 Canada,2022, April,711
 Canada,2022, May,949
 Canada,2022, June,1179
 Canada,2022, July,1622
 Canada,2022, August,2009
 Canada,2022, september,2396
 Canada,2022, October,9847
 Canada,2022, november,15868
 Canada,2022, december,20610
 Mexico,2022, January,110
 Mexico,2022, February,22
 Mexico,2022, March,165
 Mexico,2022, April,217
 Mexico,2022, May,229
 Mexico,2022, June,268
 Mexico,2022, July,371
 Mexico,2022, August,514
 Mexico,2022, september,771
 Mexico,2022, October,1951
 Mexico,2022, november,2037
 Mexico,2022, december,2497
 Brazil,2022, January,279
 Brazil,2022, February,117
 Brazil,2022, March,275
 Brazil,2022, April,434
 Brazil,2022, May,348
 Brazil,2022, June,424
 Brazil,2022, July,527
 Brazil,2022, August,602
 Brazil,2022, september,864
 Brazil,2022, October,1489
 Brazil,2022, november,1484
 Brazil,2022, december,2593
 Australia,2022, January,220
 Australia,2022, February,134
 Australia,2022, March,612
 Australia,2022, April,1119
 Australia,2022, May,1503
 Australia,2022, June,1639
 Australia,2022, July,2330
 Australia,2022, August,2697
 Australia,2022, september,4689
 Australia,2022, October,11677
 Australia,2022, november,20193
 Australia,2022, december,41835
 new zealand,2022, January,40
 new zealand,2022, February,26
 new zealand,2022, March,106
 new zealand,2022, April,228
 new zealand,2022, May,220
 new zealand,2022, June,309
 new zealand,2022, July,575
 new zealand,2022, August,594
 new zealand,2022, september,817
 new zealand,2022, October,1825
 new zealand,2022, november,2613
 new zealand,2022, december,4754
 South Korea,2023, January,565251
 South Korea,2023, February,568622
 South Korea,2023, March,466810
 South Korea,2023, April,466987
 South Korea,2023, May,515717
 South Korea,2023, June,545089
 South Korea,2023, July,626830
 South Korea,2023, August,569092
 South Korea,2023, september,570369
 South Korea,2023, October,631124
 South Korea,2023, november,649877
 South Korea,2023, december,782726
 China,2023, January,31291
 China,2023, February,36285
 China,2023, March,75814
 China,2023, April,108295
 China,2023, May,134510
 China,2023, June,208573
 China,2023, July,313328
 China,2023, August,364228
 China,2023, september,325645
 China,2023, October,256371
 China,2023, november,258343
 China,2023, december,312474
 Taiwan,2023, January,259340
 Taiwan,2023, February,248493
 Taiwan,2023, March,278902
 Taiwan,2023, April,291564
 Taiwan,2023, May,303343
 Taiwan,2023, June,388976
 Taiwan,2023, July,422356
 Taiwan,2023, August,396346
 Taiwan,2023, september,385259
 Taiwan,2023, October,424857
 Taiwan,2023, november,403498
 Taiwan,2023, december,399500
 Hong Kong,2023, January,151939
 Hong Kong,2023, February,119405
 Hong Kong,2023, March,144881
 Hong Kong,2023, April,152819
 Hong Kong,2023, May,154393
 Hong Kong,2023, June,186324
 Hong Kong,2023, July,216413
 Hong Kong,2023, August,206267
 Hong Kong,2023, september,151137
 Hong Kong,2023, October,179316
 Hong Kong,2023, november,200428
 Hong Kong,2023, december,251080
 Thailand,2023, January,63431
 Thailand,2023, February,73292
 Thailand,2023, March,107975
 Thailand,2023, April,121022
 Thailand,2023, May,80728
 Thailand,2023, June,51351
 Thailand,2023, July,49613
 Thailand,2023, August,33166
 Thailand,2023, september,50492
 Thailand,2023, October,124558
 Thailand,2023, november,114108
 Thailand,2023, december,125822
 Singapore,2023, January,26658
 Singapore,2023, February,27078
 Singapore,2023, March,52671
 Singapore,2023, April,41982
 Singapore,2023, May,49746
 Singapore,2023, June,54568
 Singapore,2023, July,25320
 Singapore,2023, August,20276
 Singapore,2023, september,38105
 Singapore,2023, October,55116
 Singapore,2023, november,86052
 Singapore,2023, december,113695
Malaysia,2023, January,27099
Malaysia,2023, February,31992
Malaysia,2023, March,38904
Malaysia,2023, April,40244
Malaysia,2023, May,34004
Malaysia,2023, June,22009
Malaysia,2023, July,17357
Malaysia,2023, August,19206
Malaysia,2023, september,27543
Malaysia,2023, October,45162
Malaysia,2023, november,51386
Malaysia,2023, december,60806
 Indonesia,2023, January,22618
 Indonesia,2023, February,26802
 Indonesia,2023, March,33173
 Indonesia,2023, April,48667
 Indonesia,2023, May,31120
 Indonesia,2023, June,39276
 Indonesia,2023, July,28489
 Indonesia,2023, August,20792
 Indonesia,2023, september,32354
 Indonesia,2023, October,40260
 Indonesia,2023, november,42135
 Indonesia,2023, december,63696
 Philippines,2023, January,29679
 Philippines,2023, February,33934
 Philippines,2023, March,46569
 Philippines,2023, April,62794
 Philippines,2023, May,49939
 Philippines,2023, June,54227
 Philippines,2023, July,51711
 Philippines,2023, August,38627
 Philippines,2023, september,42763
 Philippines,2023, October,69225
 Philippines,2023, november,63718
 Philippines,2023, december,79107
 Vietnam,2023, January,51564
 Vietnam,2023, February,55847
 Vietnam,2023, March,53653
 Vietnam,2023, April,55193
 Vietnam,2023, May,45768
 Vietnam,2023, June,38873
 Vietnam,2023, July,44773
 Vietnam,2023, August,50945
 Vietnam,2023, september,43004
 Vietnam,2023, October,50456
 Vietnam,2023, november,46793
 Vietnam,2023, december,37047
 India,2023, January,9057
 India,2023, February,7051
 India,2023, March,14864
 India,2023, April,16272
 India,2023, May,17992
 India,2023, June,14202
 India,2023, July,13150
 India,2023, August,12826
 India,2023, september,14102
 India,2023, October,16810
 India,2023, november,16553
 India,2023, december,13515
 Israel,2023, January,824
 Israel,2023, February,1216
 Israel,2023, March,8229
 Israel,2023, April,7403
 Israel,2023, May,3766
 Israel,2023, June,2840
 Israel,2023, July,3474
 Israel,2023, August,3777
 Israel,2023, september,8482
 Israel,2023, October,3413
 Israel,2023, november,901
 Israel,2023, december,818
 Türkiye,2023, January,1704
 Türkiye,2023, February,1107
 Türkiye,2023, March,2088
 Türkiye,2023, April,3718
 Türkiye,2023, May,2336
 Türkiye,2023, June,3206
 Türkiye,2023, July,2554
 Türkiye,2023, August,2497
 Türkiye,2023, september,2900
 Türkiye,2023, October,3239
 Türkiye,2023, november,3216
 Türkiye,2023, december,2633
 Macau,2023, January,1319
 Macau,2023, February,1757
 Macau,2023, March,2950
 Macau,2023, April,3299
 Macau,2023, May,4230
 Macau,2023, June,6368
 Macau,2023, July,10086
 Macau,2023, August,13546
 Macau,2023, september,5553
 Macau,2023, October,5876
 Macau,2023, november,7164
 Macau,2023, december,12104
 Mongolia,2023, January,2961
 Mongolia,2023, February,2058
 Mongolia,2023, March,3072
 Mongolia,2023, April,3230
 Mongolia,2023, May,2865
 Mongolia,2023, June,3833
 Mongolia,2023, July,3280
 Mongolia,2023, August,3344
 Mongolia,2023, september,3718
 Mongolia,2023, October,4016
 Mongolia,2023, november,3667
 Mongolia,2023, december,3872
 uk,2023, January,15096
 uk,2023, February,15579
 uk,2023, March,34803
 uk,2023, April,36527
 uk,2023, May,27739
 uk,2023, June,20417
 uk,2023, July,26965
 uk,2023, August,23837
 uk,2023, september,29702
 uk,2023, October,37431
 uk,2023, november,29509
 uk,2023, december,23877
 France,2023, January,9771
 France,2023, February,12251
 France,2023, March,21223
 France,2023, April,34421
 France,2023, May,26754
 France,2023, June,17714
 France,2023, July,31132
 France,2023, August,25866
 France,2023, september,22034
 France,2023, October,34356
 France,2023, november,24182
 France,2023, december,17732
 Germany,2023, January,7380
 Germany,2023, February,9302
 Germany,2023, March,25898
 Germany,2023, April,27362
 Germany,2023, May,23118
 Germany,2023, June,13655
 Germany,2023, July,19081
 Germany,2023, August,19999
 Germany,2023, september,26283
 Germany,2023, October,30893
 Germany,2023, november,18629
 Germany,2023, december,11810
 Italy,2023, January,4305
 Italy,2023, February,4627
 Italy,2023, March,12737
 Italy,2023, April,15619
 Italy,2023, May,11828
 Italy,2023, June,10248
 Italy,2023, July,13969
 Italy,2023, August,24113
 Italy,2023, september,14605
 Italy,2023, October,16315
 Italy,2023, november,13379
 Italy,2023, december,10560
 Spain,2023, January,3075
 Spain,2023, February,3322
 Spain,2023, March,7557
 Spain,2023, April,8302
 Spain,2023, May,8581
 Spain,2023, June,8693
 Spain,2023, July,12985
 Spain,2023, August,17283
 Spain,2023, september,13192
 Spain,2023, October,15515
 Spain,2023, november,11007
 Spain,2023, december,6361
 Russia,2023, January,1628
 Russia,2023, February,1378
 Russia,2023, March,3414
 Russia,2023, April,4421
 Russia,2023, May,2960
 Russia,2023, June,2381
 Russia,2023, July,3239
 Russia,2023, August,3355
 Russia,2023, september,4294
 Russia,2023, October,5726
 Russia,2023, november,5914
 Russia,2023, december,3255
 Sweden,2023, January,1853
 Sweden,2023, February,1786
 Sweden,2023, March,3534
 Sweden,2023, April,4266
